tm,avgTa,minTa,maxTa,sumRn,avgRhm,avgWs,sumGsr,sumSsHr
2023-01-10,1.6,-3.9,9.1,,59.9,1.5,11.33,8.8
2023-01-11,2.6,-2.0,9.2,,61.9,1.6,10.86,8.8
2023-01-12,5.9,-0.6,12.5,0.0,46.6,2.2,10.88,9.0
2023-01-13,8.3,5.1,10.1,37.3,99.1,2.5,1.11,0.0
2023-01-14,6.6,3.8,8.4,1.6,92.9,2.5,1.84,0.0
2023-01-15,-0.2,-3.5,3.8,3.2,93.9,2.8,1.32,0.0
2023-01-16,-4.6,-6.8,-1.2,0.0,63.1,2.7,12.95,8.8
2023-01-17,-3.7,-7.0,-0.4,0.0,65.1,1.8,5.27,0.2
2023-01-18,-1.9,-4.6,2.2,0.0,60.5,2.0,12.71,8.9
2023-01-19,-0.4,-6.0,4.3,1.0,69.3,2.5,7.63,3.1
2023-01-20,-3.3,-7.7,2.0,,52.4,3.7,13.49,8.7
2023-01-21,-4.5,-10.5,1.5,,55.4,1.8,12.37,8.5
2023-01-22,-0.6,-2.8,2.6,0.0,62.8,2.6,4.41,0.3
2023-01-23,-0.8,-6.9,4.6,,66.6,2.7,10.15,7.3
2023-01-24,-14.7,-17.0,-6.9,0.0,51.9,4.6,14.08,9.4
2023-01-25,-11.3,-17.3,-5.4,0.0,45.1,2.1,14.08,9.4
2023-01-26,-6.0,-9.0,-3.5,0.8,80.1,2.5,4.51,0.0
2023-01-27,-7.3,-9.6,-3.8,,56.5,3.5,14.1,9.4
2023-01-28,-6.0,-11.2,-0.6,0.0,54.9,2.4,12.58,9.0
2023-01-29,-1.8,-8.0,4.9,,58.3,2.6,9.79,5.2
2023-01-30,-0.9,-4.4,4.2,,55.9,2.1,14.17,9.5
2023-01-31,2.4,-3.5,7.8,,69.1,2.7,6.5,3.0
2023-02-01,0.9,-3.0,6.0,,68.4,3.2,13.24,8.9
2023-02-02,-2.4,-5.1,1.4,,50.3,2.5,10.94,7.6
2023-02-03,-1.6,-3.9,3.4,,47.4,2.2,13.54,8.6
2023-02-04,-0.2,-5.2,6.0,,49.8,2.0,13.23,8.2
2023-02-05,1.7,-3.3,7.1,,71.0,1.8,11.35,7.0
2023-02-06,3.0,-1.7,8.8,,72.3,1.6,10.69,7.1
2023-02-07,3.5,-0.6,9.5,,72.9,1.5,10.12,6.4
2023-02-08,2.1,-1.3,7.8,,62.1,2.5,14.82,9.5
2023-02-09,4.0,-2.8,9.9,0.0,49.9,2.5,12.36,6.7
2023-02-10,3.8,1.1,6.2,0.6,79.6,2.2,7.07,2.0
2023-02-11,2.8,-1.2,8.5,,73.0,1.8,10.9,5.5
2023-02-12,3.7,-0.9,7.6,,70.0,1.8,8.48,2.0
2023-02-13,5.9,2.7,8.4,,66.5,2.3,5.44,0.8
2023-02-14,1.7,-2.5,6.6,,54.9,2.7,15.95,9.5
2023-02-15,3.2,-1.2,8.9,,46.4,2.5,15.24,9.4
2023-02-16,2.3,-0.7,4.5,0.0,68.3,2.7,6.45,1.9
2023-02-17,3.4,-1.5,9.8,,67.8,1.8,13.67,7.5
2023-02-18,5.7,3.0,8.1,,58.3,1.5,2.91,0.0
2023-02-19,3.5,0.2,6.1,0.4,56.1,3.3,14.47,7.0
2023-02-20,-0.5,-3.5,2.4,,46.4,3.3,18.16,9.5
2023-02-21,-1.3,-5.3,4.8,,42.4,2.1,18.25,10.0
2023-02-22,1.2,-4.5,8.4,,50.6,2.2,17.0,9.2
2023-02-23,2.9,-1.8,9.2,,65.5,1.9,15.87,10.0
2023-02-24,3.5,-0.4,8.5,,57.9,3.0,17.42,9.8
2023-02-25,0.7,-2.9,5.7,,44.0,2.9,18.6,10.2
2023-02-26,2.2,-3.4,9.4,,46.6,2.1,18.83,10.4
2023-02-27,4.4,-1.8,12.4,,47.4,1.9,18.65,10.5
2023-02-28,4.3,-0.7,8.7,,63.4,2.0,10.26,3.0
2023-03-01,6.0,2.9,9.0,,54.4,3.1,10.19,4.1
2023-03-02,2.2,-1.8,6.6,,37.8,2.8,19.45,10.5
2023-03-03,4.6,-1.9,10.4,,65.0,2.1,15.67,7.5
2023-03-04,7.7,3.7,14.1,,68.4,1.9,14.91,8.7
2023-03-05,8.0,2.5,15.4,,54.0,1.7,17.21,10.1
2023-03-06,9.2,2.2,16.5,,41.9,2.1,18.63,10.0
2023-03-07,11.7,6.3,19.4,,60.9,2.3,15.35,7.0
2023-03-08,12.5,7.4,17.7,1.2,66.3,2.0,8.39,1.8
2023-03-09,10.3,7.4,13.1,3.7,85.9,2.3,6.52,2.0
2023-03-10,13.5,6.2,22.2,,62.1,2.1,17.03,9.6
2023-03-11,15.2,10.2,22.8,,52.0,2.4,16.95,7.6
2023-03-12,5.9,0.6,12.6,5.6,68.0,3.7,3.68,0.8
2023-03-13,2.9,-1.9,7.6,,38.9,3.2,20.79,9.8
2023-03-14,9.2,3.3,15.4,,45.9,2.9,19.73,9.1
2023-03-15,8.6,3.5,14.4,,66.6,3.0,5.62,1.2
2023-03-16,4.6,0.4,9.0,,36.8,2.4,18.09,6.7
2023-03-17,7.2,0.7,12.7,,34.3,1.7,13.94,4.4
2023-03-18,7.7,2.5,14.0,,46.4,2.6,19.07,9.9
2023-03-19,8.3,2.3,15.2,,59.6,2.1,21.25,11.1
2023-03-20,9.5,2.6,17.1,,50.4,1.6,20.06,10.0
2023-03-21,13.0,5.0,22.2,,35.1,1.7,21.6,10.8
2023-03-22,17.0,9.2,25.1,,44.8,1.8,16.64,6.2
2023-03-23,17.4,12.3,23.3,0.0,48.9,2.5,14.5,5.3
2023-03-24,12.5,7.6,18.3,,36.8,2.3,16.13,6.6
2023-03-25,12.5,8.0,18.7,,59.9,2.3,15.13,5.7
2023-03-26,9.4,4.7,14.0,,34.0,3.6,24.36,11.1
2023-03-27,7.3,1.9,14.5,,44.8,2.3,22.88,11.1
2023-03-28,9.2,2.8,15.7,,53.3,2.1,18.44,7.4
2023-03-29,11.8,5.1,19.7,,50.3,1.9,21.79,11.0
2023-03-30,13.3,6.4,21.2,,42.5,2.2,23.58,11.5
2023-03-31,15.0,7.5,23.9,,42.5,2.1,22.99,11.2
2023-04-01,17.5,9.4,25.6,,40.4,1.8,21.48,10.8
2023-04-02,18.8,11.9,25.2,,29.6,2.4,24.08,11.7
2023-04-03,19.0,11.3,25.9,,29.4,2.3,22.95,11.0
2023-04-04,17.6,12.7,21.7,6.9,40.4,2.6,10.78,1.6
2023-04-05,11.9,8.7,14.9,50.3,97.8,3.4,1.56,0.0
2023-04-06,8.8,7.4,9.7,2.7,94.6,2.5,2.15,0.0
2023-04-07,8.9,4.6,15.7,,65.0,2.9,23.34,10.4
2023-04-08,8.8,3.1,14.9,,51.1,3.2,25.74,11.9
2023-04-09,10.8,3.5,17.8,,56.8,2.5,25.54,12.0
2023-04-10,13.2,6.2,19.1,,50.8,2.7,22.29,10.1
2023-04-11,13.1,9.2,17.4,2.9,73.4,3.6,2.01,0.0
2023-04-12,10.1,4.8,15.3,,45.1,2.7,24.87,10.7
2023-04-13,11.9,5.1,17.2,0.0,45.0,1.8,16.17,4.4
2023-04-14,16.2,11.9,21.3,,58.6,1.6,14.25,3.3
2023-04-15,13.5,9.3,16.6,4.6,81.8,2.2,9.5,2.3
2023-04-16,10.8,7.5,16.1,0.0,71.4,2.5,14.45,3.2
2023-04-17,13.1,6.8,18.1,,59.0,2.0,17.76,6.1
2023-04-18,14.0,10.7,18.4,1.5,78.6,2.7,10.85,3.6
2023-04-19,19.1,11.5,28.4,,66.1,2.4,27.82,12.3
2023-04-20,15.8,14.5,18.9,0.5,92.1,2.4,4.12,0.0
2023-04-21,16.7,11.4,22.8,,50.4,2.5,21.05,7.8
2023-04-22,16.9,12.2,22.5,,22.9,2.6,21.2,5.6
2023-04-23,16.1,10.7,22.1,,34.1,2.1,19.47,4.4
2023-04-24,15.8,11.5,21.3,,40.5,2.7,20.31,7.8
2023-04-25,10.9,9.0,13.2,0.4,68.6,1.9,5.22,0.0
2023-04-26,10.2,7.4,13.5,0.0,69.9,3.1,15.52,4.1
2023-04-27,12.9,5.1,20.0,,61.6,1.9,26.55,12.2
2023-04-28,15.7,9.0,21.3,1.9,62.0,2.1,21.25,8.4
2023-04-29,13.2,9.9,15.8,25.1,88.1,2.9,6.04,0.8
2023-04-30,12.7,7.9,17.9,0.1,72.9,3.3,19.71,5.8
2023-05-01,14.6,9.8,20.8,,57.0,2.5,26.8,11.4
2023-05-02,16.7,9.1,23.7,,40.5,2.1,21.58,8.2
2023-05-03,19.5,12.4,26.2,,52.5,2.1,26.2,10.4
2023-05-04,21.4,15.6,25.8,,65.5,2.1,16.89,2.5
2023-05-05,18.4,15.5,21.6,30.2,95.3,2.5,1.74,0.0
2023-05-06,12.6,11.7,15.5,47.5,85.6,5.4,5.42,0.0
2023-05-07,14.4,11.1,18.6,,47.1,2.6,12.18,2.2
2023-05-08,15.3,7.9,22.0,,55.3,2.2,28.55,12.7
2023-05-09,17.0,10.0,24.4,,55.4,2.3,28.29,12.8
2023-05-10,18.4,10.7,26.0,,53.3,1.8,25.58,12.7
2023-05-11,19.5,12.8,26.7,,50.1,2.3,27.64,12.9
2023-05-12,18.4,13.1,24.7,,50.9,1.8,19.9,6.7
2023-05-13,17.8,12.6,23.9,0.0,62.0,2.0,23.86,8.8
2023-05-14,18.1,12.9,23.8,,56.5,2.0,25.41,9.6
2023-05-15,20.6,12.8,27.9,,54.6,2.4,26.49,11.6
2023-05-16,24.0,17.2,31.2,,51.9,2.5,27.62,12.1
2023-05-17,23.5,18.6,28.7,,63.6,3.4,27.59,11.4
2023-05-18,21.2,18.8,27.6,1.3,74.8,2.1,13.7,1.4
2023-05-19,22.3,16.7,27.8,,61.4,2.3,25.57,9.4
2023-05-20,21.2,16.6,26.7,,66.9,3.0,25.72,9.7
2023-05-21,17.8,15.3,21.9,0.2,74.0,3.0,20.72,5.8
2023-05-22,20.3,15.9,26.8,0.0,61.3,1.9,23.93,7.9
2023-05-23,20.5,14.1,26.9,,48.0,2.2,29.85,13.2
2023-05-24,20.6,14.8,25.9,,49.8,2.0,19.16,6.2
2023-05-25,21.2,15.7,27.4,0.0,46.6,2.4,27.9,10.4
2023-05-26,21.4,15.8,27.3,0.5,57.4,2.1,26.25,10.7
2023-05-27,19.3,18.6,20.7,31.8,87.4,1.7,3.13,0.0
2023-05-28,19.2,18.4,20.2,41.8,98.9,1.8,2.46,0.0
2023-05-29,23.2,19.0,28.5,2.3,83.4,1.6,15.87,4.1
2023-05-30,24.0,20.5,28.9,,69.5,2.2,18.2,3.7
2023-05-31,22.8,18.8,28.2,,60.8,2.5,23.98,7.1
2023-06-01,22.8,19.7,26.3,,66.9,1.9,15.18,2.2
2023-06-02,20.4,17.9,25.0,0.0,77.4,2.3,14.24,5.2
2023-06-03,22.0,16.6,27.8,,60.1,2.7,31.19,13.3
2023-06-04,22.1,16.9,28.0,,61.0,2.4,28.74,11.1
2023-06-05,21.5,17.6,26.3,,66.9,2.6,26.6,10.9
2023-06-06,20.3,17.3,25.2,0.0,72.9,2.6,21.98,7.9
2023-06-07,21.4,18.9,25.7,0.0,75.3,2.1,10.07,1.0
2023-06-08,20.4,18.3,23.9,1.9,80.5,2.4,10.19,0.9
2023-06-09,23.3,18.3,28.4,1.2,64.0,2.0,28.15,11.8
2023-06-10,23.2,19.6,28.5,0.8,70.0,2.3,18.18,5.6
2023-06-11,22.1,17.9,27.3,32.2,76.1,2.2,21.1,6.4
2023-06-12,22.2,18.4,27.5,0.0,70.5,1.7,19.9,6.7
2023-06-13,22.0,19.2,26.0,0.0,70.0,2.2,25.43,9.9
2023-06-14,20.6,17.5,25.0,30.6,80.3,1.5,13.12,4.2
2023-06-15,22.7,17.7,28.3,,70.8,2.1,25.05,8.8
2023-06-16,23.7,19.1,28.9,,64.4,2.1,29.89,12.5
2023-06-17,24.2,18.9,30.2,,57.1,2.0,27.4,10.8
2023-06-18,25.9,20.8,32.6,,60.5,2.0,28.79,12.3
2023-06-19,28.5,23.3,34.0,,57.8,2.2,25.29,11.0
2023-06-20,24.7,21.4,26.4,6.4,64.5,1.9,5.89,0.0
2023-06-21,20.5,19.2,22.1,24.9,92.6,2.1,4.79,0.0
2023-06-22,22.5,18.9,26.4,0.0,77.1,2.2,21.48,6.9
2023-06-23,24.4,20.0,29.9,,76.6,1.5,18.74,5.3
2023-06-24,26.4,21.9,31.1,,70.5,2.0,21.93,9.7
2023-06-25,28.2,22.8,33.1,,64.9,2.1,23.62,8.7
2023-06-26,24.2,22.3,27.5,30.3,88.6,2.9,3.39,0.0
2023-06-27,25.3,21.4,29.1,2.5,73.1,3.2,20.95,6.8
2023-06-28,26.5,24.2,30.1,0.0,77.4,2.5,18.56,3.8
2023-06-29,24.2,23.2,25.9,63.8,95.4,2.3,2.31,0.0
2023-06-30,25.3,23.2,29.1,1.0,89.8,1.8,10.02,1.4
2023-07-01,27.7,23.3,32.9,,76.9,2.0,29.21,12.4
2023-07-02,26.7,23.5,30.6,,79.5,1.9,19.16,4.3
2023-07-03,29.1,24.1,34.9,,72.0,1.8,25.34,8.8
2023-07-04,26.1,24.5,29.2,61.8,86.8,2.3,6.08,0.0
2023-07-05,24.5,22.1,27.1,15.3,82.6,3.7,19.96,4.5
2023-07-06,27.3,22.4,31.8,,70.9,2.7,25.47,8.8
2023-07-07,26.7,23.3,31.4,,64.9,2.3,23.96,8.7
2023-07-08,25.6,22.4,29.7,,76.5,2.2,13.93,1.6
2023-07-09,24.7,21.6,27.0,47.5,86.4,2.0,8.07,1.1
2023-07-10,26.3,22.9,30.9,11.5,80.4,2.3,18.41,5.9
2023-07-11,23.5,21.6,25.9,58.3,92.4,1.9,2.21,0.0
2023-07-12,25.8,22.0,29.1,0.7,86.4,1.5,12.34,1.2
2023-07-13,25.2,24.7,26.5,91.6,95.0,1.6,2.63,0.0
2023-07-14,24.6,23.9,25.1,72.7,99.1,2.9,1.52,0.0
2023-07-15,24.5,23.7,25.7,2.3,93.5,3.0,3.16,0.0
2023-07-16,24.6,23.7,25.4,9.7,89.5,2.3,5.31,0.0
2023-07-17,25.5,23.7,27.8,1.4,86.1,1.7,10.78,0.4
2023-07-18,25.2,24.1,27.7,2.3,87.9,1.4,7.94,2.0
2023-07-19,27.2,22.5,32.4,,78.8,1.7,26.41,11.5
2023-07-20,27.9,24.0,32.8,,74.0,1.8,24.17,9.9
2023-07-21,29.5,24.6,34.3,,69.6,1.8,23.64,10.2
2023-07-22,27.7,24.6,32.5,12.3,73.9,2.6,17.66,6.4
2023-07-23,25.2,24.5,25.8,40.2,94.3,2.1,2.37,0.0
2023-07-24,26.9,24.6,30.0,0.4,83.1,2.0,14.08,3.2
2023-07-25,27.8,25.8,30.5,5.6,80.5,2.7,16.84,3.5
2023-07-26,27.6,24.9,31.1,1.0,80.9,2.2,15.79,3.0
2023-07-27,28.4,24.4,32.2,0.0,78.1,1.9,18.25,6.8
2023-07-28,29.5,25.4,34.1,,72.4,2.1,23.36,9.5
2023-07-29,29.1,26.1,33.3,,72.1,2.0,18.5,6.8
2023-07-30,28.8,24.9,34.9,25.0,72.5,1.9,21.99,9.1
2023-07-31,28.7,25.6,33.4,0.3,76.3,1.7,20.26,6.5
2023-08-01,29.9,25.5,34.2,,71.6,1.9,21.25,10.3
2023-08-02,29.7,26.8,33.7,,67.8,2.1,24.81,11.2
2023-08-03,29.5,25.8,33.8,,67.0,2.1,25.4,11.0
2023-08-04,30.0,26.5,34.4,,67.6,1.9,23.13,9.6
2023-08-05,30.3,26.4,34.9,,69.0,2.0,27.31,12.7
2023-08-06,29.8,27.0,33.0,4.9,76.5,1.7,12.95,3.8
2023-08-07,30.4,27.3,34.6,,68.4,2.7,15.83,5.8
2023-08-08,30.9,26.4,35.8,,60.5,2.9,23.96,11.0
2023-08-09,28.3,25.1,31.6,0.2,67.6,3.2,13.66,3.3
2023-08-10,22.2,20.9,25.1,86.1,91.9,3.7,2.42,0.0
2023-08-11,23.5,21.6,24.9,46.7,93.1,2.3,3.94,0.0
2023-08-12,23.3,22.5,24.1,1.5,91.0,1.9,4.19,0.1
2023-08-13,27.0,22.6,31.1,,76.9,1.7,17.49,2.7
2023-08-14,28.1,24.8,31.9,,75.4,1.6,13.71,3.9
2023-08-15,28.6,24.7,32.7,,71.4,2.3,21.84,7.7
2023-08-16,27.3,24.7,31.6,0.3,72.0,2.1,15.46,3.7
2023-08-17,28.2,24.5,32.4,,73.0,1.7,18.24,6.2
2023-08-18,29.1,25.5,33.3,0.1,72.1,1.9,19.56,7.3
2023-08-19,29.1,26.4,33.6,,68.9,1.9,21.24,9.1
2023-08-20,28.3,25.5,31.8,0.0,71.8,1.6,15.87,3.6
2023-08-21,29.5,26.0,33.6,0.0,69.8,2.4,19.04,6.4
2023-08-22,27.6,25.8,32.2,42.6,80.3,2.4,10.5,1.3
2023-08-23,24.8,23.2,27.2,41.8,91.3,2.2,3.33,0.1
2023-08-24,25.1,22.3,27.8,5.2,84.8,2.8,12.56,1.5
2023-08-25,26.5,24.0,30.0,0.0,77.9,2.6,20.42,8.3
2023-08-26,26.4,23.3,30.3,,72.3,1.8,19.84,7.3
2023-08-27,26.1,22.7,29.6,0.0,75.0,1.8,12.0,1.2
2023-08-28,22.7,20.8,25.6,10.4,87.5,3.3,3.99,0.0
2023-08-29,23.9,22.5,25.5,54.8,89.6,2.1,2.87,0.0
2023-08-30,22.8,21.5,24.5,3.5,88.0,1.1,4.42,0.0
2023-08-31,23.9,21.0,28.9,,76.9,1.3,18.53,7.0
2023-09-01,24.5,19.7,29.6,,70.6,2.0,24.59,12.1
2023-09-02,25.4,19.7,30.8,,63.9,1.6,23.72,11.3
2023-09-03,25.8,23.1,28.8,0.1,77.8,2.2,12.19,1.9
2023-09-04,27.0,24.3,30.2,0.3,79.9,1.8,10.24,0.7
2023-09-05,28.5,25.0,32.8,0.0,69.5,1.8,19.14,7.0
2023-09-06,27.9,24.0,32.1,,65.1,2.4,22.64,11.3
2023-09-07,26.3,20.9,31.6,,54.8,2.5,24.56,12.1
2023-09-08,25.3,19.6,30.5,,60.3,2.3,24.13,12.0
2023-09-09,25.8,20.8,31.2,,66.3,1.8,22.64,10.9
2023-09-10,25.7,22.0,29.6,,68.1,1.6,14.57,5.7
2023-09-11,25.5,23.1,29.8,,67.3,1.9,14.79,5.1
2023-09-12,25.7,21.7,29.8,,69.8,1.5,12.52,3.5
2023-09-13,22.1,19.6,24.6,15.9,84.5,1.8,3.35,0.0
2023-09-14,23.4,19.2,27.2,,72.4,2.4,13.7,4.2
2023-09-15,22.3,20.3,24.3,2.1,82.3,2.6,5.35,0.1
2023-09-16,23.9,22.0,26.6,38.7,87.8,1.7,6.3,0.1
2023-09-17,24.7,22.0,28.0,3.0,84.8,1.4,12.49,3.3
2023-09-18,24.7,22.1,28.9,,79.1,1.9,13.83,4.9
2023-09-19,24.1,21.6,27.2,,81.1,1.6,8.98,1.3
2023-09-20,20.6,18.8,23.9,35.8,90.4,2.7,2.53,0.0
2023-09-21,20.1,17.5,23.6,0.0,70.9,2.3,13.28,2.4
2023-09-22,20.5,15.2,26.7,,68.4,1.7,20.37,10.4
2023-09-23,21.8,16.3,27.6,,63.9,2.5,19.69,10.9
2023-09-24,21.8,17.9,26.2,,56.4,2.9,19.16,9.0
2023-09-25,21.6,17.9,26.0,1.9,66.4,2.3,11.15,1.3
2023-09-26,19.9,18.6,20.8,27.8,95.8,2.4,2.33,0.0
2023-09-27,21.5,20.0,23.7,4.4,90.1,1.8,6.65,0.1
2023-09-28,22.7,19.6,27.3,,78.3,2.0,17.06,8.4
2023-09-29,21.1,17.4,26.9,,61.5,1.4,16.39,5.5
2023-09-30,19.7,17.1,22.2,4.5,77.0,2.2,7.45,1.6
2023-10-01,18.4,14.4,23.7,,59.5,2.4,20.05,10.4
2023-10-02,18.2,12.9,24.6,,53.8,1.7,19.93,10.3
2023-10-03,17.5,14.4,22.5,,66.3,1.7,9.4,3.0
2023-10-04,17.3,14.2,23.2,14.7,75.5,2.1,12.11,5.3
2023-10-05,14.2,9.9,19.2,,46.1,2.6,19.99,10.6
2023-10-06,15.5,9.6,21.5,,55.3,1.6,17.92,8.8
2023-10-07,16.8,11.7,21.2,,62.6,2.1,13.16,5.2
2023-10-08,17.1,15.2,19.5,0.0,67.1,2.5,5.92,0.0
2023-10-09,17.4,14.1,22.4,1.2,68.1,1.9,11.77,4.2
2023-10-10,17.1,11.9,23.5,,67.1,1.6,18.62,10.6
2023-10-11,17.6,12.9,24.0,,57.5,1.7,17.49,10.0
2023-10-12,17.5,12.0,24.1,,62.4,1.5,14.4,7.3
2023-10-13,17.5,14.3,21.5,,69.6,1.5,9.14,2.5
2023-10-14,14.7,12.9,18.2,5.8,84.9,1.4,6.54,2.5
2023-10-15,16.1,10.9,21.2,,80.0,2.0,13.73,6.1
2023-10-16,14.7,10.7,19.6,,57.0,2.4,18.0,10.4
2023-10-17,13.8,7.5,20.9,,55.6,1.6,17.85,10.4
2023-10-18,15.7,9.2,21.6,,67.0,2.1,14.37,8.3
2023-10-19,17.0,14.9,18.9,8.2,82.5,1.5,2.88,0.0
2023-10-20,11.6,7.2,15.1,,46.9,3.2,17.9,10.1
2023-10-21,10.4,5.9,16.6,1.1,54.8,2.3,16.7,8.6
2023-10-22,12.5,5.4,18.7,,67.3,1.7,14.58,8.6
2023-10-23,15.2,11.1,21.4,,73.8,1.7,12.64,6.5
2023-10-24,15.6,11.2,19.3,,78.5,1.7,9.34,3.7
2023-10-25,16.6,12.7,21.9,,78.6,1.4,11.4,6.0
2023-10-26,17.2,14.6,21.1,0.0,79.4,2.1,5.79,0.8
2023-10-27,15.7,12.6,20.2,,71.1,1.9,10.07,4.6
2023-10-28,14.2,9.4,20.7,,62.9,1.4,15.3,9.7
2023-10-29,14.9,9.8,21.8,,61.6,1.7,15.3,9.7
2023-10-30,15.1,9.7,21.9,,72.0,1.7,13.71,9.3
2023-10-31,16.5,12.7,20.8,,76.0,1.8,10.57,5.2
2023-11-01,19.0,17.2,20.6,0.0,81.8,2.4,2.23,0.0
2023-11-02,20.8,18.7,25.9,,70.9,2.9,12.86,8.0
2023-11-03,19.5,17.7,22.4,8.5,83.3,2.8,6.1,1.2
2023-11-04,17.4,14.1,20.9,,75.5,2.6,8.32,2.8
2023-11-05,17.3,15.1,20.4,10.4,87.0,3.3,3.75,0.0
2023-11-06,13.3,6.6,19.3,45.8,84.9,4.9,4.42,0.8
2023-11-07,5.8,3.6,9.9,0.0,62.5,3.2,14.34,8.4
2023-11-08,8.4,1.8,16.1,,55.1,1.7,13.65,9.4
2023-11-09,11.4,5.9,18.4,5.1,73.1,2.1,6.78,2.1
2023-11-10,3.4,0.5,9.1,,53.1,3.9,14.52,9.0
2023-11-11,1.7,-1.9,6.7,,47.9,2.2,10.9,7.0
2023-11-12,1.2,-2.0,5.7,,53.8,2.2,14.17,9.5
2023-11-13,2.0,-2.2,6.7,,54.0,2.3,14.18,9.5
2023-11-14,5.0,-0.8,10.8,,66.1,1.7,12.94,9.3
2023-11-15,7.0,2.0,12.5,,71.4,1.5,10.47,6.9
2023-11-16,6.6,5.7,7.4,8.4,85.0,1.9,1.09,0.0
2023-11-17,1.6,-1.9,5.9,0.0,59.3,2.9,7.42,5.0
2023-11-18,0.6,-3.8,5.7,,58.9,3.5,12.88,9.3
2023-11-19,5.9,-0.3,13.4,,68.3,2.4,7.79,5.4
2023-11-20,6.2,1.8,12.8,,58.4,1.5,12.93,9.3
2023-11-21,7.4,1.4,14.8,,59.6,1.7,12.57,9.3
2023-11-22,9.5,2.9,15.1,,68.1,1.8,10.28,6.5
2023-11-23,9.9,1.9,14.6,0.1,71.1,3.3,8.41,5.0
2023-11-24,-1.5,-4.4,2.2,,51.8,3.8,12.67,8.6
2023-11-25,-1.3,-5.9,4.0,,42.8,1.8,12.67,9.1
2023-11-26,4.0,-0.1,7.2,0.0,43.6,1.4,6.39,1.4
2023-11-27,6.2,4.4,9.3,3.6,82.9,2.4,2.35,0.9
2023-11-28,1.3,-1.2,5.2,,58.0,3.3,9.86,6.3
2023-11-29,-1.4,-4.0,3.0,,59.0,2.6,4.75,2.7
2023-11-30,-4.3,-7.3,-0.5,,48.5,2.8,12.44,9.2
2023-12-01,-3.2,-6.8,0.7,,55.3,2.0,12.2,9.2
2023-12-02,2.0,-4.4,8.0,0.0,60.8,2.4,8.25,4.0
2023-12-03,0.8,-2.8,6.0,,56.3,1.7,11.62,9.1
2023-12-04,2.7,-3.0,9.4,,59.5,1.6,10.39,8.2
2023-12-05,6.8,3.8,12.6,,55.4,2.0,8.09,6.8
2023-12-06,6.1,3.9,8.7,3.8,76.1,2.3,1.87,0.0
2023-12-07,6.6,0.8,11.4,,64.0,2.6,9.35,6.7
2023-12-08,11.2,5.1,16.8,,73.4,3.0,7.54,5.3
2023-12-09,13.7,11.7,16.2,,82.9,2.0,4.05,0.8
2023-12-10,11.4,6.7,15.5,0.0,67.9,,,
2023-12-11,8.9,5.0,12.3,11.4,82.9,,1.54,0.0
2023-12-12,5.4,3.5,9.3,0.4,75.6,2.7,6.08,3.5
2023-12-13,6.8,2.6,10.3,,74.1,2.4,6.06,2.3
2023-12-14,7.6,6.2,9.1,17.0,85.8,4.5,1.46,0.0
2023-12-15,4.9,3.7,6.2,31.1,95.4,3.6,1.48,0.0
2023-12-16,-4.1,-9.9,3.8,1.5,68.9,5.2,8.49,4.6
2023-12-17,-9.8,-12.4,-6.4,,48.9,3.2,11.81,9.0
2023-12-18,-7.7,-12.2,-3.6,,45.1,2.2,7.01,4.1
2023-12-19,-3.7,-8.2,0.2,0.3,63.1,1.9,5.77,0.8
2023-12-20,-7.4,-11.9,-2.1,0.8,64.1,3.4,9.07,6.0
2023-12-21,-11.7,-14.4,-8.0,,57.4,3.0,11.49,9.0
2023-12-22,-11.6,-14.7,-8.0,,51.8,2.7,11.56,9.1
2023-12-23,-6.8,-12.7,-0.9,,53.4,1.8,10.84,8.9
2023-12-24,-2.2,-5.6,3.0,1.1,73.4,1.6,10.09,6.9
2023-12-25,-0.7,-2.7,2.1,0.7,80.8,1.5,4.14,1.7
2023-12-26,1.9,-2.6,7.2,,72.9,1.8,9.17,7.5
2023-12-27,1.5,-2.8,6.8,,76.6,1.4,9.47,8.2
2023-12-28,1.2,-1.7,4.4,,69.5,1.6,9.25,8.1
2023-12-29,1.3,-1.5,4.6,,71.0,1.7,5.43,1.8
2023-12-30,0.6,-0.9,2.1,13.1,92.0,2.6,0.69,0.0
2023-12-31,2.1,0.6,4.3,4.7,95.5,2.0,3.06,0.6
2024-01-01,3.3,-0.3,7.3,0.0,83.4,1.7,7.44,4.3
2024-01-02,2.9,2.2,4.3,0.0,72.6,1.6,3.87,0.3
2024-01-03,1.8,-1.1,4.0,0.6,80.4,1.6,3.32,1.2
2024-01-04,1.4,-3.3,4.7,,74.3,1.9,5.22,0.5
2024-01-05,5.0,1.4,9.1,0.0,77.1,2.3,7.77,5.7
2024-01-06,0.7,-2.7,5.2,2.4,63.9,2.2,11.42,8.7
2024-01-07,-4.4,-8.3,-0.9,,57.4,3.1,12.13,9.1
2024-01-08,-4.7,-10.3,0.0,,57.8,1.8,11.65,8.3
2024-01-09,-0.6,-1.9,0.4,1.6,84.0,2.0,1.48,0.0
2024-01-10,-1.0,-4.1,3.3,,85.9,1.7,7.81,5.0
2024-01-11,1.7,-2.4,4.5,,80.6,1.9,4.58,0.4
2024-01-12,0.9,-1.4,4.2,,61.6,2.3,11.77,8.9
2024-01-13,0.4,-3.8,6.4,,44.3,1.4,12.05,9.1
2024-01-14,-0.6,-3.3,2.4,3.1,74.5,2.1,1.28,0.7
2024-01-15,-3.7,-6.9,0.9,,51.3,2.5,12.82,9.2
